PUBCHEM_SID,SMILES,Mtb Activity,IC90 Modifier,IC90,Vero Activity,IC50 Modifier,IC50
17413316,C/C(=C/1\C(=NN(C1=O)C2=CC=C(C=C2)[N+](=O)[O-])C3=CC=CC=C3)/N(C)C,Active,,37.01,Active,,10.574
17413326,COC1=CC=C(C=C1)C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)OC,Inactive,,,Inactive,,
17413495,CCOC1=CC=C(C=C1)NC(=S)NC2=NNC(=C2)C3=CC=CC=C3,Inactive,,,Inactive,,
17413542,CC1=CC2=C(C=C1)N=C(N=C2C3=CC=CC=C3)N/N=C/C4=CC=CC=C4C#N,Active,>,100,Active,,28.78
17413559,CCOCCCNS(=O)(=O)C1=CC=C(C=C1)NC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42,Inactive,,,Active,,36.598
17413653,C/C(=C\C(=O)C1=CC=CC=C1)/NC2=CC(=C(C=C2)Cl)Br,Inactive,,,Inactive,,
17413780,CC1=CC=C(C=C1)/C(=N/OC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42)/N,Active,>,100,Active,>,40
17413868,CC1=CC(=O)OC2=C1C=CC(=C2)OC3=C(C=C(C=C3)[N+](=O)[O-])C(F)(F)F,Active,>,100,Active,>,40
17414050,CC1=C(C(C(=C(N1)SCC(=O)NC2=CC=C(C=C2)OC)C#N)C3=CC=CO3)C(=O)NC4=NC5=CC=CC=C5S4,Active,,16.37,Active,>,40
17414058,CCC1=CC=C(C=C1)/C(=N/NC2=CC(=NC(=N2)C)Cl)/C,Active,,59.46,Inactive,,
17414113,CC1CCCN(C1)CC2=C(C=CC3=C2OC(=C(C3=O)C4=NC5=CC=CC=C5S4)N)O,Active,,21.02,Active,,17.247
17414177,C1CN(CCN1C2C3=CC=CC=C3C4=CC=CC=C24)/N=C/C5=CC=CC=N5,Inactive,,,Inactive,,
17414184,CN1C2=C(C=[N+](C=C2)CC(=O)C3=CC=C(C=C3)OC)N=C1C4=CC(=C(C=C4OC)OC)OC.[Br-],Active,,13.09,Inactive,,
17414318,CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C3=NC4=C(N3)C=C(C=C4)C(=O)C5=CC=CC=C5,Inactive,,,Active,>,40
17414369,CC1=CC(=C(C=C1)C)C2=NN(C(=O)C3=CC=CC=C32)C4=C(C=CC(=C4)N5CCN(CC5)CCO)[N+](=O)[O-],Active,,25.71,Active,,31.399
17414491,CCC(=O)NC(=S)NC1=CC=C(C=C1)NC(=O)COC2=C(C=C(C=C2)Cl)Cl,Active,>,100,Active,,39.636
17414494,C1=CC=C(C=C1)/C=C/C2=CC(=O)C3=CC=CC=C3O2,Active,>,100,Active,>,40
17414502,C1CN(CCC1CC2=CC=CC=C2)C3=NC(=O)/C(=C\C4=C(NN=C4)C5=CC=CC=C5)/S3,Active,>,100,Inactive,,
17414630,CC1=C(C=CC=C1Cl)NC(=O)CN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,Active,>,100,Active,>,40
17414712,CC1=CC=C(C=C1)NCCC(=O)C2=CC=C(C=C2)Br,Active,,43.84,Inactive,,
17414749,CCOC1=CC=CC=C1NC(=O)C23CC4CC(C2)CC(C4)(C3)C5=CC=C(C=C5)C,Inactive,,,Inactive,,
17414966,CC\1=NNC(=O)/C1=C\C2=CN(N=C2C3=CC=C(C=C3)Cl)C4=CC=CC=C4,Active,,48.79,Active,,20.225
17415095,CC1=CC=C(C=C1)N/N=C(\C(=O)C)/N2CCOCC2,Inactive,,,Inactive,,
17415101,CCC1=CC2=C(C=C1)N=C(S2)N3C(C(=C(C3=O)O)C(=O)C4=CC=CO4)C5=CC=CS5,Active,,95.23,Active,>,40
17415254,C/C(=C\C1=CC=CC=C1)/C=N/N2C(=NNC2=S)C3CCCCC3,Active,,90.32,Active,>,40
17415279,CC1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)NC4=CC=C(C=C4)N5CCOCC5.Cl,Active,,26.23,Active,>,40
17415310,COC1=C(C=C(C=C1)C(=O)NNC2=CC=CC=C2)OC,Inactive,,,Inactive,,
17415400,C1CN(CCN1C2=C(C=C(C=C2)Cl)[N+](=O)[O-])C(=O)/C=C/C3=CC=C(C=C3)Cl,Inactive,,,Active,>,40
17415478,C1=CC=C2C(=C1)NC(=N2)C3=CC(=CC=C3)NC(=O)/C=C/C4=CC=CO4,Inactive,,,Active,,30.84
17415712,CCCCCC(=O)N/N=C(\C)/C1=CC=CC=N1,Active,,38.88,Active,,21.364
17415853,C1CN(CCN1CCOC2=CC=CC=C2)C3=NN=C4N3C5=C(C=C(C=C5)Cl)C(=NC4)C6=CC=CC=C6Cl.C(=C/C(=O)O)\C(=O)O,Active,,46.13,Active,>,40
17415889,C1CCN(CC1)C2=C(C=C(C=C2)NC(=S)NC(=O)C3=CC=CS3)Cl,Active,,29.24,Active,>,40
17415941,COC1=CC=C(C=C1)N=CC2=CC=C(O2)CNS(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,,,Inactive,,
17415997,CC1=CC=C(C=C1)NC(=O)/C(=C\C2=CC=CC=C2)/Cl,Inactive,,,Inactive,,
17416008,CC1=CC(=C(C(=C1)C)CSC2=NC=C(N2)C3=CC=C(C=C3)[N+](=O)[O-])C,Active,,53.42,Active,,22.322
17416014,COC1=C(C=C(C=C1)C2=CC3=CC=CC=C3OC2=O)NC(=O)C4=CC=C(O4)[N+](=O)[O-],Inactive,,,Active,>,40
17416101,CC1=C(SC=C1)/C=C\2/C(=O)N=C(S2)N3CCOCC3,Active,,27.03,Inactive,,
17416258,CC1=[N+](C=C(C=C1)CCSC2=CC=C(C=C2)C(C)(C)C)CC(=O)C3=CC=CC=C3.[Br-],Active,,25.55,Active,,23.416
17416270,CCOC1=CC2=C(N=C(N=C2C=C1)N/C(=N/C(=S)NC3=CC=CC(=C3)C)/N)C,Active,>,100,Active,>,40
17416326,CCCCC(=O)NC1=C(C2=C(S1)C(=C(CC2)C=O)Cl)C(=O)OCC,Active,>,100,Active,>,40
17416365,CC1=CC2=C(C=C1)N=C(C=C2C3=CC=CC=C3)C4=CC=NC=C4,Active,,48.59,Active,>,40
17431512,CC(=O)N1C=C(C2=CC=CC=C21)/C=C/3\C(=O)OC(=N3)C4=CC=CC=C4,Active,>,100,Inactive,,
17431691,CCOC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Br)C(=NN2)C4=CC=C(C=C4)N5CCOCC5,Inactive,,,Inactive,,
17431820,CC(=O)N/C(=C\C1=CC=C(C=C1)F)/C(=O)OCC#C,Inactive,,,Inactive,,
17431925,C1CCC2=C(C1)N=C(S2)NC(=O)C3=CC(=NC4=CC=CC=C43)C5=CC6=C(C=C5)OCO6,Inactive,,,Inactive,,
17431935,CC(C)(C)C(=O)NC(=S)NNC(=O)C1=C(C2=CC=CC=C2S1)Cl,Active,>,100,Active,,6.738
17432191,C1=CC=C2C(=C1)C3=CC=CC=C3C2=NNC(=O)C4=CC(=CC=C4)Br,Active,>,100,Active,,15.096
17432230,CC1=C(C=C(C=C1)C(=O)NC2=CC=C3CCC4=C3C2=CC=C4)[N+](=O)[O-],Inactive,,,Inactive,,
17432249,C1=CC=C(C=C1)NC(=O)CCC(=O)OCC2=CC=C(C=C2)C(=O)OC3=CC=C(C=C3)Cl,Active,>,100,Inactive,,
17432382,CC1=CC(=CC=C1)NC(=S)N/N=C(\C)/C2=CC(=CC=C2)N,Active,,23.66,Inactive,,
17432435,CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2C4=CC=C(C=C4)F)C)C(C)C.[Cl-],Active,,14.4,Active,,39.992
17432615,CC1=C(C=C2CCCCC2=N1)C(=O)/C=C/C3=CC=CC=C3,Active,,25.69,Active,,22.05
17432790,CC1=CC(=C(C=C1)OCCOC2=C(C=C(C=C2C)Cl)Cl)OC,Inactive,,,Inactive,,
17433002,CC1=CC(=C(C=C1)C)NC(CC(=O)C2=CC=CC=C2)C(=O)OCC(=O)C3=CC=CS3,Active,,11.7,Inactive,,
17433398,CC1=CC=C(C=C1)C(=O)N/C(=C/C2=CC=CO2)/C(=O)OCN3C(=O)C4=CC=CC=C4C3=O,Active,,40.38,Inactive,,
17433435,C1CCN(CC1)C2=C(C(=NN2C3=CC=C(C=C3)Cl)C(Cl)Cl)[N+](=O)[O-],Active,,23.33,Inactive,,
17433516,CC1=CC=C(C=C1)OCC(=O)N/N=C/C2=CC(=C(C=C2)OC(=O)C3=CC=CS3)OC,Active,,30.14,Inactive,,
17433525,CCC1=CC=C(C=C1)C2=CSC(=N2)C3=CNC4=CC=CC=C43,Active,,21.29,Inactive,,
17433637,C1CCC(C1)CCC(=O)O/N=C(/C2=CC(=CC=C2)[N+](=O)[O-])\N,Inactive,,,Inactive,,
17433671,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)OC(F)F)Cl)[N+](=O)[O-],Active,,3.63,Active,,2.831
17433700,C1CCCC(CC1)NC(=O)C2=CC=CC=C2C3=CC=CC=C3,Inactive,,,Inactive,,
17433901,CC1C/C(=C\C2=CN=CC=C2)/C(=O)/C(=C/C3=CN=CC=C3)/C1,Active,,8.18,Active,,15.264
17434058,CC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CN(C3=C(C=CC(=C3)[N+](=O)[O-])C)S(=O)(=O)C)C,Active,>,100,Active,,4.921
17503728,C1=CC=C(C=C1)CSC2=NC=CC(=N2)N/N=C/C3=CC=CC=C3O,Active,,2.95,Active,>,40
17503958,C/C(=N/NC1=NC(=NC(=C1)C2=CC=CC=C2)C3=CC=CC=C3)/C4=CC=C(C=C4)O,Active,,12.67,Active,,18.249
17504363,COC(=O)CN1C(C2=C(C=CC(=C2)Cl)N=C1C3=CC=C(C=C3)Cl)C4=CC=CC=C4,Active,,24.82,Active,>,40
17504390,CC1(C(N(C(=S)S1)NC(=O)NC2=CC=CC3=CC=CC=C32)N(C(=O)NC4=CC=CC=C4)O)C,Inactive,,,Active,,36.268
17504547,CCOC(=O)C1=CN=C(N=C1NNC2=NC(=NC(=C2)C)C3=CC=CC=C3)N4C(=CC(=N4)C)C,Active,,93.68,Active,,7.386
17504665,CCC1=C(C=CC(=C1)OCCCCNCC2=CC=CC=C2)Cl.C(=O)(C(=O)O)O,Active,,35.98,Active,>,40
17504676,CC1=CC2=C(C=C1)NC(=C2CCNC(=O)C3=CC4=C(C=CC(=C4)[N+](=O)[O-])OC3=O)C,Active,,17.78,Active,>,40
17504720,C[C@@H](C[C@H]([C@@H](C(C)(C)O)O)O)[C@@H]1CC[C@@]23[C@@]1(C2)CC[C@H]4[C@]3([C@@H](C[C@@H]5[C@@]4(CC[C@H](C5(C)C)OC(=O)C)C)O[C@H]6[C@@H]([C@H]([C@@H](C(O6)COC(=O)C)O)O)O)C,Active,,35.7,Active,,27.716
17505280,CNC(CC(=O)C1=CC=C(C=C1)[N+](=O)[O-])C(Cl)(Cl)Cl,Active,,7.81,Active,>,40
17505317,C[C@]12[C@@H]3CC[C@@H]4[C@H]([C@@]3([C@@H](C[C@@H]1C(CC[C@@H]2O)(C)C)O)C(=O)C4=C)O,Active,,11.34,Active,,5.727
17505415,CC1=CC(=CC=C1)CSC2=NC3=C(CN(CC3)C)C(=C2C#N)C4=CC=CS4,Inactive,,,Inactive,,
17505419,CCOC1=CC2=C3C(=C1)C4(C(=C(N5C6=CC=CC=C6NC5=C4C#N)N)C#N)C(=O)N3C(CC2C)(C)C,Active,>,100,Active,>,40
17505543,C1=CC(=CN=C1)C2=NC3=C(C(=C2)C(F)(F)F)C4=C(S3)C(=CC(=O)N4)O,Active,>,100,Inactive,,
17505615,C1C2=CC=CC=C2C3=C1C=C(C=C3)N,Inactive,,,Inactive,,
17505809,C1=CC(=CC=C1COC2=CC(=C(C=C2)C3=C(C=NN3)C4=CC=C(C=C4)Cl)O)[N+](=O)[O-],Inactive,,,Active,>,40
17505822,COC1=CC=CC(=C1OC)C2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)/C(=C/C6=CC(=CC=C6)O)/S5,Active,,25.63,Active,,32.499
17505896,CCCOC1=CC=CC(=C1)C2=NN(C=C2/C=C(\C#N)/C(=O)NCCCN3C=CN=C3)C4=CC=CC=C4,Active,,78.35,Active,>,40
17505994,CC1=C(SC(=N1)NC2=CC(=C(C=C2)Cl)Cl)C(=O)NC3=CC=CC=C3,Inactive,,,Active,,27.232
17506064,C1=CC(=CC=C1C(=O)N)N=CC2=CC=C(S2)[N+](=O)[O-],Active,,19.77,Inactive,,
17506155,C1CN(CCN1CC2=CC=C(C=C2)Cl)CC(=O)N/N=C/C=C/C3=CC=CC=C3[N+](=O)[O-],Active,,45.56,Inactive,,
17506234,CN1C(=O)C(=C(N(C1=O)CC2CC2)N)C(=O)COC(=O)C3=CC(=NC4=C3C=CC=C4C(F)(F)F)C(F)(F)F,Inactive,,,Active,>,40
17506421,CN(C1=CC=CC=C1)C2=CC=C(C=C2)/C=C/[N+](=O)[O-],Active,,27.96,Active,,25.869
17506446,CN1C2=CC=CC=C2N=C1NC(=S)NC3=CC=CC=C3,Active,,6.33,Active,>,40
17506469,CC1=CC(=NN1C(=O)C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C,Active,,12.3,Inactive,,
17506534,CC1=CC=C(C=C1)N2C(=CC(=C2C)/C=N/NC(=S)N)C,Active,,19.99,Active,>,40
17506707,CCCCCCC(=O)N/N=C/C1=CC=C(C=C1)Br,Inactive,,,Inactive,,
17506813,CC1=CC2=C(C3=C(CCCC3)C(=O)O2)C(=C1)OC(=O)C4=CC=CS4,Active,,8.9,Active,>,40
17506908,CC(=O)C1=CC(=C(C=C1)SC2=NN=NN2C3=CC=CC=C3)[N+](=O)[O-],Active,,31.79,Active,>,40
17506941,C1CCC2=C(CC1)SC3=NC4=C(CCCC4)C(=C23)N,Active,,8.41,Active,,18.042
17507126,CCCC1=NC=CC(=C1)C2=NC(=CS2)C3=CC=C(C=C3)Br.Br,Active,,24.63,Inactive,,
17507150,C1CN(CCN1CCN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O)C(=O)/C=C/C5=CC=CC=C5,Active,,3.96,Inactive,,
17507619,CC1=C(C(=CC=C1)N(C(C2=CC=C(C=C2)O)C(=O)NC3CCCC3)C(=O)C4=NSC(=C4Cl)Cl)C,Active,,41,Active,,38.965
17508043,CC1=CC(=C(C(=C1C)N=NC2=NC3=CC=CC=C3N2C)C)C,Active,,12.57,Active,>,40
17508174,C1CCCN(CC1)C(=O)CCC2=CC=C(C=C2)OC3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],Active,,22.91,Active,>,40
17508347,CC(C)(C)C1=CC=C(C=C1)C(=O)NNC(=O)C(=O)NC(C)(C)C,Active,>,100,Active,>,40
17508398,CC1=CC=C(O1)C(C(=O)NCC2CCCO2)N(CC3=CC=CC=C3)C(=O)C4=CC=C(N4)C5=CC=CC=C5,Active,>,100,Active,>,40
17508544,CC1=CC=C(C=C1)C2C3C(=NC4=C2C(=O)CC(C4)(C)C)C5=CC=CC=C5C3=O,Active,,87.49,Active,>,40
17508583,CCN\1C2=CC=CC=C2S/C1=C\C3=[N+](C4=C(C=C3)C=C(C=C4)C)CC.[I-],Active,,3.07,Active,,1.915
17508674,CC(C)(C)NC(=O)C(C1=CNC2=CC=CC=C21)N(C3=CC(=CC=C3)O)C(=O)CN4N=C(N=N4)C5=CC=C(C=C5)F,Active,,45.59,Active,>,40
17508788,C1=CC=C2C(=C1)C(=O)NC(=N2)CN(CC3=CC=CS3)C(=O)NC4=CC=C(C=C4)Cl,Inactive,,,Active,>,40
17509000,C1=CC=C2C(=C1)NC(=N2)SCC(=O)N3C4=CC=CC=C4SC5=CC=CC=C53,Inactive,,,Inactive,,
17509215,CCN1C2=CC=CC=C2N(C1(C)C3=CC=CC=C3)C,Active,,10.53,Inactive,,
17509241,C1=CC=C2C=C(C=CC2=C1)N=CC3=CC(=C(C=C3)Br)[N+](=O)[O-],Active,,44.45,Inactive,,
17509572,CCCCCCCNC(=O)C1=CC(=C(C=C1)N2CCC3(CC2)OCCO3)[N+](=O)[O-],Active,,67.22,Active,>,40
17509640,CCCCC(=O)/C=C/N1C2=CC=CC=C2OC1=S,Active,>,100,Active,,19.844
17509654,CC1=CN=CN1CCC2=NN3C(=N2)C4=CC=CC=C4N=C3SCC(=O)NC5=CC(=CC=C5)Cl,Active,,31.94,Active,,14.302
17509895,C/C(=C\C1=CC=CO1)/C=N/NC(=O)C2=CC(=NN2)C3=CC4=CC=CC=C4C=C3,Active,,66.79,Active,,37.172
17509937,CC1=C2C(=C(C=C1)[N+](=O)[O-])C(=CC(=N2)C)NC3=CC=CC=C3,Inactive,,,Inactive,,
17509974,CC1=CC=C(C=C1)C(=O)N/N=C(/CC(=O)C2=CC=CS2)\C(F)(F)F,Active,,3.18,Active,,28.168
17510209,COC1=CC=C(C=C1)C2=NC(=O)/C(=C\C3=CC(=C(C(=C3)OC)OC)OC)/O2,Active,,16.2,Inactive,,
17510278,CCOC1C(=C(C(=O)O1)Cl)NC2=CC=CC=C2C,Active,,7.24,Inactive,,
17510324,COC1=CC=CC=C1/C=C/C2=N/C(=C\C=C/C3=CC=CC=C3)/C(=O)O2,Inactive,,,Inactive,,
17510363,CC1=CC(=CC(=C1OC(=O)C)C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl)Cl,Inactive,,,Active,,1.541
17510429,CC1=C(C=C(C=C1)N(CCC#N)C(=O)CCl)C,Active,,8.42,Active,,1.843
17510447,C1=CC(=CN=C1)CN=C2C(=NN(N2O)C3=CC=C(C=C3)Cl)[N+](=O)[O-],Inactive,,,Active,>,40
17510690,CC1=C(C(=NN1)SCC(=O)NCC2=CC=CC=C2)[N+](=O)[O-],Inactive,,,Inactive,,
17510739,CCOC(=O)CNC1=C(C=C(C=C1)C(=O)OCC)[N+](=O)[O-],Active,>,100,Inactive,,
17510761,CCCC(=O)OCCNC1=C(C2=NON=C2C(=C1)SCCC(=O)OC)[N+](=O)[O-],Active,,6.66,Inactive,,
17510982,CCCCCCCNC1=CC(=O)CC(C1)C2=CC=CC=C2,Active,,61.32,Active,,37.975
17511193,CCOC1=CC2=C(C=C1)N=C(S2)/N=C/C3=C(OC(=N3)C4=CC=CC=C4)O,Inactive,,,Inactive,,
17511434,CCCCOC(=O)CCN1C(=O)/C(=C\2/C(=O)N(C(=S)S2)CCC(=O)OCCCC)/SC1=S,Active,,10.62,Inactive,,
17511928,C1=CC=C2C(=C1)C(=CN2)CCNC(=O)/C(=C/C3=CC=C(O3)C4=CC=C(C=C4)Br)/C#N,Active,>,100,Active,>,40
17512121,CC1=CC=C(C=C1)C#CC[N+]2(CCCCC2)CC#CC3=CC=C(C=C3)C.[Br-],Active,,24.78,Active,>,40
17512191,CC1=C(C=C(C=C1)C2=NN=C(C3=CC=CC=C32)NCC4=NC5=CC=CC=C5N4)S(=O)(=O)N6CCCCC6.Cl,Inactive,,,Inactive,,
17512391,CC1(C2CCC1(C(C2)OCC[N+](C)(C)CC(=O)OC3CCCCC3)C)C.[Cl-],Active,,13.12,Inactive,,
17512431,CC(C)N1C(=O)C2(CC3=C(C=CC(=C3)[N+](=O)[O-])N(C2C4=CC=CC=C4)C)C(=O)NC1=O,Inactive,,,Active,>,40
17512456,CCC1=CC2=C(C=C1)NC(=O)C23C4(C(C5N3CCC5)C(=O)C6=CC7=CC=CC=C7C=C6)C8=CC=CC=C8NC4=O,Active,,36.2,Active,,16.189
17512582,CC(C)OC1=CC=C(C=C1)C(CCN(CC2=CC(=C(C=C2)OC)OC)C(=O)CCl)C3=CC=CC=C3,Active,,23.54,Active,,1.49
17512590,C1=CC=C(C=C1)C2(C3C2(C(=O)N(C3=O)C4=CC=C(C=C4)Cl)C5=CC=CC=C5)C6=CC=CC=C6,Active,,13.6,Inactive,,
17512863,COC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NC3=C(S2)C=C(C=C3)N4C(=O)C5C6CC(C5C4=O)C=C6,Active,,6.03,Active,>,40
17512996,CC1=CC=C(C=C1)C2=C[N+](=C3N2CCC3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64.[Cl-],Active,,26.08,Inactive,,
17513149,CCCCCC1=NC2=C(C(=O)C3=CC=CC=C3N2C)C(=O)N1C4CCCCCC4,Active,,77.51,Active,,10.441
17513238,C1=CC=C(C=C1)N=C2NC(=O)/C(=C/C=C/C3=CC=CO3)/S2,Inactive,,,Active,,39.29
17513494,CC(C)OC(=O)/C(=C/C1=CC=C(O1)C2=CC=C(C=C2)SC(F)F)/C#N,Active,,8.24,Active,>,40
17513519,C1=CN=CC=C1C2=NOC(=N2)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],Active,,20.49,Active,>,40
17513553,CC1=NN(C(=C1/C=N/NC(=O)C2=CC=C(O2)CNC3=CC=CC=C3)Cl)C4=CC=CC=C4,Inactive,,,Inactive,,
17513732,CC1=C(C(=NN1C2=CC=CC=C2)C)/C=N/NC(=O)C3=CC(=NN3)C4=CC=CC5=CC=CC=C54,Active,>,100,Active,,30.471
17513789,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)N=NN3CCSCC3,Active,,0.56,Active,,31.299
17513961,CC1CCCN(C1)C2=NC(=NC(=C2[N+](=O)[O-])N)NC3=CC(=C(C=C3)C)C,Inactive,,,Active,,39.99
17513970,CC1=NN(C(=O)C1C(=O)C2=CC=CC=C2)C3=CC=CC=C3,Active,,78,Active,>,40
17514042,C=C(CCC(=O)C1=CC=CC=C1)C(=O)C2=CC=CC=C2,Active,,25.13,Active,,17.719
17514146,CCN(CC)C(=S)SCC1=NC(=NC=C1C(=O)OCC)NC2=NC3=CC=CC=C3O2,Active,,56.58,Active,,27.985
17514151,CCCCC(CCCC)(C(=O)NN(C1=CC=CC=C1)C(=O)CCl)O,Active,,22.8,Active,,12.075
17514474,C1=CC=C(C(=C1)C2=C(C(=O)NN2)C(C[N+](=O)[O-])C3=CC(=CC=C3)Cl)O,Inactive,,,Inactive,,
17514622,CC1=C(C2=C(O1)C(=O)C3=CC=CC=C3C2=O)C(=O)NCC4=CN=CC=C4,Active,,14.18,Active,,0.295
17515117,CC1=C(SC=[NH+]1)CCOC(=O)C2=CC=C(C=C2)[N+](=O)[O-].[Cl-],Active,,37.15,Inactive,,
17515205,C1=CC2=C(C=C1Cl)SC(=N2)NN,Active,,70.65,Active,>,40
17515439,C1CN=C(N1)C(=O)NC2=NC=C(S2)CC3=CC=CC=C3Cl,Active,>,100,Active,>,40
17515486,CC1=C(C2=NC3=CC=CC=C3N2C(=C1)SCC(=C)C)C#N,Active,,52.29,Active,,10.085
17515708,C1=CC=C(C=C1)C2=NN=C(O2)NC(=O)C3=CC(=NC4=CC=CC=C43)C5=CC=CS5,Active,,2.94,Active,,38.717
17515797,CC1=C(C(=C(C(=N1)SCC(=O)C2=CC3=CC=CC=C3OC2=O)C#N)C4=CC=C(C=C4)OC)C(=O)NC5=CC=CC=C5,Active,>,100,Active,,5.322
17515919,C1OC2=C(O1)C=C(C=C2)CNC(=S)NN,Active,>,100,Inactive,,
17516008,C1=CC=C(C=C1)CN2C3=C(C(=O)NC2=O)N(C(=N3)C4=CC(=C(C=C4)OC5=CC=C(C=C5)F)[N+](=O)[O-])CCO,Active,>,100,Active,,13.906
17516093,C/C(=C\C(=S)NC1=CC=CC=C1)/NC2=CC3=CC=CC=C3C=C2,Active,,50.79,Active,,36.211
17516132,CC1CCC2=C(C1)SC3=NC(=NC(=C23)NC4=CC=C(C=C4)OC)CN5CCOCC5,Active,,23.49,Active,>,40
17516294,CN(C1CCCCC1)C(=O)COC(=O)C2=C(C3=CC=CC=C3S2)Cl,Active,,14.23,Inactive,,
17516414,CC1=CC=C(O1)/C=C\2/C3=CC=CC=C3NC2=O,Active,,6.56,Active,>,40
17516563,CC1=NN(C(=C1N=NC2=CC=C(C=C2)Cl)N)C3=CC=CC=C3,Active,>,100,Active,>,40
17516574,CCOC(=O)C1=C(SC(=C1C2=CC=CC=C2Cl)/C=N/NC3=CC=CC=C3)/N=C/N(C)C,Inactive,,,Inactive,,
17516673,CCC1=C2C(=CC=C1)C(=CN2)C(=O)CCl,Active,,7.83,Active,,24.378
17516740,C1COCCN1C(CNC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C3=CC=CS3,Active,,1.5,Active,>,40
17516884,CCC1CSC(=N1)NC2=CC=C(C=C2)C(=O)/C=C/C3=CC=CC(=C3)C,Active,,35.92,Inactive,,
17516918,CC(C)C1=CC2=C(C=C1)NC(=C2N=NC(=O)C3=CC=C(C=C3)CSC4=NN=CN4C)O,Inactive,,,Inactive,,
17517437,CC1CC2=CC=CC=C2N1C(=S)NC(=O)C3=C(C=C(C=C3)Cl)Cl,Active,>,100,Active,,33.037
22400416,CCOC1=CC=C(C=C1)C2=CSC(=N2)/C(=C\C3=CC(=C(C=C3)O)[N+](=O)[O-])/C#N,Active,>,100,Active,,10.485
22400557,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(O3)[N+](=O)[O-])/C#N,Active,,15.54,Active,,12.665
22400945,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)N=C(N3)COC4=CC=CC5=CC=CC=C54,Active,>,100,Active,,32.608
22400955,CN1C=NN=C1SCC2=CC=C(C=C2)C(=O)N=NC3=C(N(C4=CC=CC=C43)CC5=CC=C(C=C5)Cl)O,Active,,3.38,Active,,21.169
22400984,C1=CC=C(C=C1)C2=NC(=CS2)CSC3=NC(=CC(=O)N3)N,Inactive,,,Inactive,,
22400996,CCCN1C2=CC=CC=C2C(=C1O)N=NC(=O)C3=CC=CO3,Inactive,,,Active,>,40
22401548,C1CN(CC2=CC=CC=C21)CC(COC(C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)O.Cl,Active,,27.61,Active,,34.746
22401711,CC1=C(C=C(C=C1)NC(=O)COC(=O)C(C(C)O)NS(=O)(=O)C2=CC=C(C=C2)Cl)C,Active,,36.21,Inactive,,
22401749,CC1=CC(=NN1)C2=NNC(=S)N2/N=C/C(=C/C3=CC=CC=C3)/Br,Active,,8.35,Active,,29.302
22401937,COC1=CC(=CC(=C1OC)OC)C(=O)N/N=C/C2=CC(=CS2)[N+](=O)[O-],Active,>,100,Inactive,,
22402107,C1OC2=C(O1)C=C3C(=C2)N=C(S3)NC4=NC5=C(C=CC=C5S4)F,Inactive,,,Active,>,40
22402484,CC\1(C2=CC=CC=C2N(/C1=C/C(=S)NC(=O)C3=CC=CC=C3OC)C)C,Active,,46.81,Active,>,40
22402520,C#CCN1C2=C(C=C(C=C2)S(=O)(=O)N)SC1=NC(=O)C3=C(SC(=C3)Cl)Cl,Active,,34.11,Active,>,40
22402595,C1=C(C2=NON=C2C(=C1N)[N+](=O)[O-])Cl,Active,,11.68,Active,,12
22402653,CCCCCCSC1=NSC(=N1)NC(=O)CC(C)C,Inactive,,,Inactive,,
22402694,CCOC1=CC=C(C=C1)/C=N/OCC(=O)NC2=NOC(=C2)C,Active,>,100,Inactive,,
22402742,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC(=C(C(=C2)OC)O)OC)F,Active,>,100,Active,,25.683
22402831,CC1=CC(=C(N1C2=C(N(N(C2=O)C3=CC=CC=C3)C)C)C)C4=NNC(=NC5CCCCC5)SC4,Inactive,,,Inactive,,
22402832,CC1=CC(=C(N1CC2=CC=CO2)C)C3=NNC(=NCCCOC)SC3.Cl,Active,,92.23,Inactive,,
22402863,CC(C)NC(=S)N/N=C/C1=CNC2=CC=CC=C21,Active,>,100,Active,>,40
