PUBCHEM_SID,SMILES,Mtb Activity,IC90 Modifier,IC90,Vero Activity,IC50 Modifier,IC50
24796137,CCC1=CC=C(S1)/C=C\2/C(=O)N(C(=S)N2CC(=O)OC)C,Active,,6.97,Inactive,,
24796164,C1CCN(C1)C2=NC3=CC=CC=C3C(=N2)C4=CC=CC=C4,Active,,53.47,Inactive,,
24796290,CC1=C(C=C(C=C1)NC(=O)C/C(=N/NC(=O)CC2=CN=C(S2)N)/C)Cl,Inactive,,,Inactive,,
24796409,COC1=C(C(=CC(=C1)CNCCC2=CC=CC=C2)Cl)OCC3=CC=CC=C3.Cl,Active,,26.23,Active,,22.879
24796520,CN1N=C(N=N1)NC(=S)NC(=O)C2=CC=C(O2)C3=CC=C(C=C3)Br,Inactive,,,Inactive,,
24796674,C1=CC=C2C(=C1)C=C(C(=O)O2)C3=CC(=CC=C3)N,Inactive,,,Inactive,,
24796908,CC1CCC2=C(C1)SC(=C2C(=O)OC)NC(=S)NN3CCN(CC3)C,Active,,26.62,Active,,11.611
24796959,COC1=CC(=CC(=C1O)/C=N/NC2=CC=C(C=C2)C(=O)OC)[N+](=O)[O-],Inactive,,,Inactive,,
24797186,C1=CC=C(C=C1)C2=CSC(=N2)N/N=C/C3=CC=NC=C3,Active,,79.89,Inactive,,
24797250,CCN1C2=C(C=C(C=C2)CNCC3=C(C=C(C=C3)OC)OC)C4=CC=CC=C41.C(=O)(C(=O)O)O,Active,,14.02,Active,,19.257
24797305,CC(C1CC2CCC1C2)NC(=O)NC3=CC=C(C=C3)OC,Active,,43.11,Inactive,,
24797525,C1=CC(=C(C=C1Cl)Cl)C2=CC=C(N2)C=O,Inactive,,,Inactive,,
24797588,C1OC2=C(O1)C=C(C=C2)N=NC3=C(NN4C3=NC(=CC4=O)C5=CC=CC=C5)N,Active,,50.25,Active,,29.882
24797706,C1=CC=C(C=C1)N2C=C(C=N2)C3=COC4=C(C3=O)C=CC(=C4)O,Active,>,100,Active,>,40
24797763,CCOC(=O)C1=CC=C(C=C1)NC(=S)NCCC2=CC=C(C=C2)F,Active,>,100,Inactive,,
24797802,CC(C)COCC1=C2C=CC=NC2=C(C=C1)O,Active,,2.59,Active,,10.218
24797943,C1CC(CN(C1)C(=O)C2=NOC(=C2)COC3=C(C=C(C=C3)F)F)C4=CC=CC=C4,Active,>,100,Active,>,40
24798491,COC1=C(C=C(C=C1)CN2CCCC(C2)C(=O)C3=CC=C(C=C3)SC)CN4C=CC=N4,Active,,28.21,Active,>,40
24798566,CC1=C(C=C(C=C1)F)CNC(=O)C2=NOC(=C2)COC3=CC4=C(C=C3)N=CC=C4,Inactive,,,Active,>,40
24798811,CN1C=CN=C1C(=O)C2CCCN(C2)CC3=C(NN=C3)C4=CC=C(C=C4)C5=CC=CC=C5,Active,,99.43,Inactive,,
24799053,CCC1=CC=C(C=C1)C2C3=C(CCN2C(=O)C4=NN(C(=O)C=C4)C)C5=CC=CC=C5N3,Active,,93.37,Active,>,40
24799095,CSC1=CC=C(C=C1)C(=O)C2CCCN(C2)C(=O)C3=CC4=NO[N+](=C4C=C3)[O-],Active,,2.53,Active,,10.814
24799757,CC1=C(C2=CC=CC=C2N1C)CN3CCC(CC3)(CC4=CC(=CC=C4)C(F)(F)F)CO,Active,,39.56,Active,,18.083
24799778,CC1=CC(=CC=C1)C2=NC=C(C=N2)CN3CCC(CC3)(CCCC4=CC=CC=C4)CO,Active,,55.1,Active,>,40
24800070,COC1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CC=C3Cl)CNCCC4=CSC=N4,Active,,35.88,Active,>,40
24800140,CSCCC(=O)N1CCCC(C1)CNC(=O)C2=CC=C(C=C2)C3=CC=CC=C3,Active,,70.58,Inactive,,
24800449,COC1=CC(=C(C=C1)C2C3=C(CCN2C(=O)C4=NN5C=CC=NC5=C4)C6=CC=CC=C6N3)F,Active,>,100,Active,>,40
24800454,COC1=CC=C(C=C1)/C=C/CN2CCC(CC2)(CC3=CC=CC=C3Cl)CO,Active,,27.54,Active,,32.681
24800554,CC1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)F)CNCCN4C(=CC(=N4)C)C,Active,,13.47,Active,>,40
24800814,CC1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CC(=C3)C)CN(C)CC4=NC=CN4C,Active,,17.38,Active,>,40
24800836,C1CCC(C1)CCCNC(=O)CCC2=NN=C(O2)CCCC3=CC=CC=C3,Active,,24.89,Inactive,,
24800865,CCOC(=O)C1=CC2=C(C(=C(N=C2C=C1)C)CC=C)Cl,Inactive,,,Inactive,,
24801058,C1CCN(CC1)C2=NC(=NC(=N2)N/N=C/C3=C(C=CC(=C3)Br)O)N4CCOCC4,Inactive,,,Active,>,40
24801175,CC1=C(C=C(C=C1)NCC2=C3C=CC=NC3=C(C=C2)O)C,Active,>,100,Active,,33.928
24801243,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N/C=C\C(=O)C3=CC(=CC=C3)OC,Active,,53.02,Inactive,,
24801540,C1=CC=C(C=C1)CC(=O)N/N=C/C2=NC3=C(C=CC=C3O)C=C2,Active,,12.61,Active,>,40
24802148,C1=CC=C2C(=C1)C(=C(C(=O)O2)[N+](=O)[O-])NC3=CC=CC=C3O,Active,,13.86,Inactive,,
24802497,CC1=CC(=C(C=C1)N2C(=O)C(=C(N2)C)C=NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4)C,Active,,12.02,Inactive,,
24802507,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)OC3=CC=CC4=C3N=CC=C4,Active,,3.98,Inactive,,
24802648,CC1=CC(=C(C=C1)OCC(=O)N/N=C(\C)/C2=CC(=CS2)[N+](=O)[O-])Br,Active,,26.42,Inactive,,
24802764,CC1=CC(=C(C=C1)O)C(=O)CC(=O)C2=CC=CC=C2Cl,Active,,27.26,Active,,24.36
24802813,CC1(CC(=NN1C(=O)C2=CC=C(C=C2)[N+](=O)[O-])C3=CC=C(C=C3)Cl)O,Active,>,100,Active,,24.74
24802826,C1=CC=C(C=C1)N2C=CC(=O)N2,Inactive,,,Inactive,,
24802846,C1=CC(=CC=C1CSCC(=O)N/N=C/C2=CC=NC=C2)[N+](=O)[O-],Active,,25.97,Inactive,,
24802911,CC1=CC(=O)N2C=CC=C(C2=N1)O.Cl,Active,,21.5,Active,>,40
24803073,CCOC1=CC(=C(C=C1NC(=O)C)OCC)NC(=O)CCl,Active,,51.84,Active,,25.507
24803318,CCCCCCCCN1C2=C(CCCC2)C(=N)C3=C1CCC3.Br,Active,,25.83,Active,,32.697
24803341,CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2COC4=CC=CC(=C4)C)C)C(C)C.[Cl-],Active,,10.44,Active,,18.832
24803419,C1=CC2=NC=CN=C2C(=C1)NC3=CC=CC4=NC=CN=C43,Active,,28.3,Active,,31.696
24803466,COC1=CC=CC=C1C(=O)NNC(=O)C(=O)NCC2=CC=CC=C2,Active,,40.6,Active,>,40
24803639,CSC1=CC=C(C=C1)NC(=O)NC2=CC=CN(C2=O)CC3=CC=CC=C3,Active,>,100,Active,>,40
24803942,COC(=O)CSC1=C(C2=C(N1)C=CC(=C2)Br)[N+](=O)[O-],Active,,24.97,Inactive,,
24804165,CC1=CC(=NO1)NC(=O)CCl,Active,,5.19,Active,,19.597
24804169,C1=CC=C2C=C(C=CC2=C1)/C=N/O,Inactive,,,Inactive,,
24804182,CC1=CC=C(C=C1)CN2C3CCCC2CC(C3)NC(=S)NCC4=CC=CC=C4,Active,,75.6,Inactive,,
24804185,C1=CSC(=N1)NC(=O)CCl,Active,,9.14,Active,,13.662
24804290,C1CC2CC(CC1N2CC3=CC=CC=C3)NC(=S)NC4=CC=C(C=C4)Cl,Active,,95.56,Active,>,40
24804384,CC1(CC2=C(C(C(=C(O2)N)[N+](=O)[O-])C3=CC=C(S3)C#N)C(=O)C1)C,Active,,97.72,Inactive,,
24804466,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4OC3=C(C2=O)Cl,Active,,17.9,Active,>,40
24804563,CC(C)CN1C2=CC=CC=C2N=C1N3CCN(CC3)C(=O)/C=C/C4=CC=CC=C4,Active,,47.39,Inactive,,
24804645,CC1=CC=C(C=C1)C2=NOC(=O)N2CC(=O)C3=CC=C(C=C3)Cl,Active,>,50,Active,>,40
24804702,CCCN1C2=CC=CC=C2N=C1N3CCN(CC3)CC4=CC=C(C=C4)Cl.Cl,Active,,38,Active,>,40
24804831,C1=CC=C(C=C1)C2=NC(=NC3=CC=CC=C32)N=C(N)N,Active,>,100,Inactive,,
24805222,CCC1C(N(C(CC1(C2=CC=CC=C2)O)C3=CC=CC=C3)C)C4=CC=CC=C4.Cl,Active,,27.57,Active,>,40
24805380,CCN1N=C(N=N1)C2=CC=C(C=C2)N,Inactive,,,Inactive,,
24805443,CC(C)OC(=O)C1=CC=C(C=C1)N,Inactive,,,Inactive,,
24805629,C1COCCN1C/C(=N/NC2=CC=C(C=C2)Br)/[N+](=O)[O-],Inactive,,,Inactive,,
24806677,CC(C)(CNC1=C2CCCCC2=NC3=CC(=NN31)C4=CC(=CC=C4)OC)CN(C)C,Active,,36.29,Active,,34.231
24806920,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=C(C=C(C(=C2)OC)NC(=O)CN3CCCCC3)OC,Inactive,,,Active,>,40
24806972,C1CS(=O)(=O)CC1N=CC2=CC=C(O2)C3=CC=C(C=C3)Cl,Active,>,100,Inactive,,
24807094,CC1=CC=C(C=C1)C2=NNC3(S2)CCOC(C3)(C)C,Active,,41.29,Inactive,,
24807105,CC1(OC(=C/C(=C/C=NC2=CC=C(C=C2)OC)/O1)C3=CC=CC=C3)C.Br,Inactive,,,Inactive,,
24807115,COC(=O)CCCCC1C(=O)C(CS1)NC(=O)C2=CC=CC=C2,Active,,49.84,Inactive,,
24807210,CCC(=O)NC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)Cl,Active,,4.27,Active,,33.879
24807501,CC1CCCCN1C2=NC=NC3=C2SN=C3C4=CC=C(C=C4)OC,Active,>,100,Inactive,,
24807758,C1=CC=C2C(=C1)C=CC3=C2NC(=S)N3,Inactive,,,Inactive,,
24807765,CC1(CC2=CC=CC=C2C3=NNC(=O)C3=N1)C,Active,,15.1,Active,,31.171
24807792,C1C2CC3CC1CC(C2)(C3)C4=CSC(=N4)NC(=O)C(=O)NCC5=CC=CC=N5,Active,,14.73,Active,,36.018
24807849,CC1=NC(=NN1)SCC(=O)NC2=CC=C(C=C2)OCC3=CC=CC=C3,Inactive,,,Inactive,,
24807894,C1CCC(=NNC2=NC(=CS2)C3=CC=C(C=C3)[N+](=O)[O-])C1,Inactive,,,Inactive,,
24807957,CC(C)(C)C1=CC=C(C=C1)CN2C3=CC=CC=C3N(C2=N)CC(C4=CC=CO4)O.Cl,Active,,25.6,Active,,11.933
24807988,CC1=CC=C(C=C1)C(=O)N2C3=CC=CC=C3N=C2N,Active,>,100,Inactive,,
24808087,C1CN(CC(C1(C2=CC=CC=C2)O)C(=O)C3=CC=CC=C3)CC4=CC=CC=C4,Active,,21.81,Inactive,,
24808604,C1=COC(=C1)COC2=CC=C(C=C2)N,Inactive,,,Inactive,,
24808665,C1OC2=C(O1)C=C(C=C2)OC3=CC=C(C=C3)N,Inactive,,,Inactive,,
24809054,CN1C=C(C=N1)NC(=O)CCl,Active,,16.13,Active,>,40
24809073,C1CCC(CC1)C(=O)N2CCC3=C2C=CC(=C3)C(=O)CCl,Active,>,100,Inactive,,
24809243,CC1=CC(=C2C=CC=C(C2=N1)Br)OC/C=C(\C)/Cl,Active,,24.36,Active,>,40
24809482,C1COCCN1C2=CC=C(C=C2)N=CC3=CC=C(O3)C4=C(C=C(C=C4)Cl)Cl,Inactive,,,Inactive,,
24809830,C1COCCN1C(=S)C2=CC=C(C=C2)OC(=O)/C=C/C3=CC=CO3,Active,>,100,Inactive,,
24809860,CCOC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2,Active,,3.46,Inactive,,
24809937,CC1=C(C=C(C=C1)N/C=C\2/C3CCC(C2=O)(C3(C)C)C)C,Inactive,,,Inactive,,
24809954,C1CCC(CC1)NC(=O)C2CC(=O)N(C2)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,,,Inactive,,
24810017,CCCCCC(=O)NNC(=S)NC(=O)C1=CC=C(C=C1)[N+](=O)[O-],Active,,5.86,Active,>,40
24810055,CC1=C(C=C(C=C1)N2C(=O)/C(=C\C=C\C3=CC=C(O3)[N+](=O)[O-])/C(=N2)C)C,Active,,17.66,Inactive,,
24810083,C/C(=N\NC(=O)C1=CN=CC=C1)/C=C/C=C/C2=CC=CC=C2,Inactive,,,Inactive,,
24810522,CC1=C(C(=CC=C1)C)NC2=C(N=C3N2C=CC=C3)C4=CC=CC=N4,Active,,8.59,Active,,3.908
24810615,CC1=CC=C(O1)C(=O)N2C(CC(=N2)CC(C)C)(C(F)(F)F)O,Inactive,,,Inactive,,
24810731,CC1=C(C=CC(=C1)NC(=O)CCN2C(=O)C3C4CC(C3C2=O)C=C4)Br,Inactive,,,Inactive,,
24810844,CN1CCC(=NNC(=O)C(=O)NC2=CC=CC=C2F)CC1,Inactive,,,Inactive,,
24810935,CC1\2CN3CCN(C1)CC(C3)/C2=N\NC(=O)NC4=CC(=CC=C4)Cl,Inactive,,,Inactive,,
24810948,CC1(CC2=C(C=C(C(=O)N2C3=CC=CC=C3)C(=O)NNC4=CC=CC=C4)C(=O)C1)C,Inactive,,,Inactive,,
24810965,CCOC(=O)CSC1=NN(C(=S)S1)C2=CC=CC=C2,Active,,6.9,Inactive,,
24811094,CCOC(=O)CN(C#N)C1=NC(=NC(=N1)N(C)C)N(C)C,Active,,14.58,Inactive,,
24811398,C(CNC1=C(C(=NC(=C1F)F)F)F)CNC2=C(C(=NC(=C2F)F)F)F,Active,>,100,Active,,24.02
24811600,C1CCN(C(C1)C2=CN=CC=C2)C(=O)C3=NN4C(=CC(=NC4=C3)C5=CC=C(C=C5)F)C(F)(F)F,Active,,29.23,Active,>,40
24811733,CC1=CC(=C(O1)C)C(=O)N/N=C\C(=C\C2=CC=CC=C2)\Br,Active,,53.59,Active,>,40
24811908,C1=CC=C(C=C1)OCC(CN2C3=CC=CC=C3N(C2=N)CC4=CC=C(C=C4)Cl)O.Cl,Active,,27.15,Active,,11.644
24812225,CCN(CC)CCN1C(=O)C2=C(C3=CC=CC=C3S2)N=C1SCC(=O)N(CC=C)C4=CC=CC=C4,Active,,38.77,Active,,31.885
24812663,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)CSC3=NC4=C(N3)C=NC=C4)C5=CC(=CC=C5)Cl,Active,,32.11,Active,>,40
24812669,CC1=C2C(=CC=C1)OCC3=C2SC(=C3)C(=O)NC4=CC=CC=C4N5CCN(CC5)C,Active,,27.59,Active,,18.753
24812777,C1=CC=C(C=C1)C2=C3N=C(C4=CC=CC=C4N3N=N2)Cl,Inactive,,,Active,,27.313
24813292,C1CCN(C1)C2=C(C(=O)C2=O)NCC3=CC=C(C=C3)C(=O)N4CCC(=CC4)C5=CC=CC=C5,Active,,1.62,Inactive,,
24813300,CCC(C)(C)C1=CC(=C(C=C1)OCCCC[N+]2=CC=C(C=C2)C)C(C)(C)CC.[Br-],Active,,13.82,Active,>,40
24813303,COC1=CC=C(C=C1)/C=N/NC2=CC(=NC(=N2)N3CCCC3)N4CCCC4,Active,,24.04,Active,,20.32
24813524,CCOC(=O)CNC(=O)CNC(=O)C1=NN(C(=O)C2=CC=CC=C21)C3=CC(=C(C=C3)OC)Cl,Active,>,100,Inactive,,
24813553,CC1=C(C(=O)N(N1)S(=O)(=O)CC2=CC=CC=C2)N=NC3=CC=CC=C3Cl,Active,,28.66,Inactive,,
24813658,CCOC1=CC=C(C=C1)C2=CC(=NO2)CCCC(=O)NCCC(C)C,Active,,25.75,Active,>,40
24814035,CN1C2=C(C=CC(=C2)C(=O)NCC3=CN=CC=C3)S/C(=C\C4=CC=CC=C4Cl)/C1=O,Active,,89.83,Active,>,40
24814047,C1CCN(CC1)C2=CC=C(S2)[N+](=O)[O-],Active,,18.53,Inactive,,
24814238,CCOC(=O)NNC1=CC=CC=C1,Inactive,,,Inactive,,
24814246,CC1=CC=C(C=C1)S(=O)(=O)NCC2=CC=C(C=C2)C(=O)NCCCN3CCC(CC3)CC4=CC=CC=C4,Active,>,100,Inactive,,
24814547,CCOC1=CC=C(C=C1)N2C=C(C3=C2N=CNC3=O)C4=CC=CC=C4,Active,>,100,Inactive,,
24814582,CCOC(=O)C1=CC=C(C=C1)N=C2N(C(=O)CC(S2)C(=O)NC3=CC=C(C=C3)C(=O)O)CC4=CC=CS4,Inactive,,,Inactive,,
24815062,CC1=C(OC2=C1C=C(C=C2)S(=O)(=O)N3CCOCC3)C(=O)NC4=CC=C(C=C4)OC,Inactive,,,Inactive,,
24815260,C1=CC=C(C=C1)C2=CSC3=C2C(=O)N(C=N3)/N=C/C4=CC(=C(C=C4)O)[N+](=O)[O-],Active,,59.05,Inactive,,
24815558,C1=CC=C(C=C1)CSC2=NN=C(C=C2)C3=CC=CC=N3,Active,,94.16,Active,,36.908
24815559,CCOC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NN=C(C=C2)C3=CN=CC=C3,Inactive,,,Inactive,,
24815887,C1CN(CCN1C2=CC=CC=C2)C3=NC4=C(S3)C=CC=C4Br,Inactive,,,Inactive,,
24815902,CC1=CC=C(C=C1)C(=O)CC(C2=CC=C(C=C2)[N+](=O)[O-])SCC(=O)O,Active,,12.06,Active,,30.57
24816293,CCOC(=O)N1CCN=C1SCC2=CC=C(C=C2)C(F)(F)F,Inactive,,,Inactive,,
24816303,C1COC(=CO1)C2=NN=C(O2)NC(=O)C3=CC=C(C=C3)CC4=CC=CC=C4,Active,,20.27,Active,>,40
24816582,C1CN(C2=CC=CC=C21)C(=S)NC(=O)C3=CC=C(O3)Br,Active,,15.49,Active,,39.726
24816626,C1=CC=C(C=C1)C2=CC=C(O2)/C=N/NC(=S)N,Active,,90.65,Inactive,,
24816698,CC1=CC(=C(C=C1)N2C3=C(C=N2)C(=NC=N3)SCC(=O)OC)C,Active,,6.82,Inactive,,
24816734,CC(C)C1=CC2=C(C=C1)N=C(S2)N,Inactive,,,Active,>,40
24816811,CCC(C)NC1=C(C(=O)N2C=CC=C(C2=N1)C)C=NC3=CC=C(C=C3)OC,Inactive,,,Inactive,,
24816850,CC(C)N1CCC2=C(C1)SC(=C2C3=NC4=CC=CC=C4S3)NC(=O)C.Cl,Active,,11.24,Active,,2.941
24816932,CO/N=C\CC(=O)NC1=CC=C(C=C1)OC2=CC=CC=C2,Inactive,,,Inactive,,
24817124,C1CN(CCC12NC(=O)N(N2)C3=CC=CC=C3)C(=O)N,Inactive,,,Inactive,,
24817478,C1=CC=NC(=C1)/C(=N/NC(=O)C2=C(C=CS2)OCC3=C(C=C(C=C3)Cl)Cl)/N,Active,,39.43,Active,,6.31
24817624,CCOC(=O)C1=NOC(C1)CNC2=C(C=C(C=N2)C(F)(F)F)Cl,Active,,14.4,Inactive,,
24817937,COC(=O)C1=CC=C(C=C1)CN2C=C(C=C(C2=O)[N+](=O)[O-])C(F)(F)F,Active,>,100,Inactive,,
24818311,CCOC(=O)C1=NOC(=C1)C2=CC(=CC=C2)[N+](=O)[O-],Inactive,,,Inactive,,
24818320,C1=CC=C(C=C1)C(=O)C2=CNC(=C2)C(=O)NNC3=CC=CC=C3,Inactive,,,Inactive,,
24818344,C1=CC(=CC=C1CO/N=C\CC(=O)NC2=C(C=C(C=C2)F)F)[N+](=O)[O-],Active,>,100,Inactive,,
24818373,CCOC(=O)CN1C(=CC=C(C1=O)C#N)C2=CC=CC=C2,Active,>,50,Inactive,,
24818398,COC1=CC=C(C=C1)N/C=C(\C2C3=CC=CC=C3C(=O)O2)/[N+](=O)[O-],Inactive,,,Inactive,,
24818575,CC1=CC=C(C=C1)C2=NC(=C(N=N2)C)N3CCCC3,Inactive,,,Inactive,,
24818600,CNC(=O)C1=CSC(=N1)C2=CC=C(C=C2)Cl,Inactive,,,Inactive,,
24818606,CCOC(=O)CSC1=NC=C(C=C1)C(=O)NC2=CC=C(C=C2)OC,Active,>,100,Inactive,,
24818725,C1=CC2=C(C=CC(=C2N=C1)O)F,Active,,6.56,Inactive,,
24818782,COC1=CC=C(C=C1)C2=C(N3C=CC=CC3=N2)CN4CCN(CC4)C5=CC=CC=C5F,Inactive,,,Active,>,40
24819021,CC(C)(C)OC(=O)N1CCC(CC1)C2=CC(=NN2)C3=CC=C(C=C3)OC,Active,,53.69,Inactive,,
24819034,C1=CC(=CC=C1N/N=C/C2=CC(=CN2)C(=O)CCl)F,Active,,20.04,Active,,11.417
24819106,C1=CC=NC(=C1)C2=C(N(N=C2)C3=NC(=CS3)C4=CC=C(C=C4)F)N,Active,>,100,Inactive,,
24819224,CC1=CC(=NN1)C2=C(NN(C2=O)C3=CC=CC=C3)C,Active,>,100,Active,,32.953
24819453,C1CC(=NN(C1)C(=O)C2CC2)C3=CC=C(C=C3)Cl,Active,,63.51,Active,>,40
24819482,CC1=C(N=C(N=N1)SC)/C=C/NC2=CC=C(C=C2)OC,Inactive,,,Inactive,,
24819506,COC(=O)C1=NC=CC(=C1)SC2=C(C(=CC=C2)Cl)Cl,Active,,40.52,Inactive,,
24819604,COC1=CC=C(C=C1)N=N/C(=C\O)/C(=O)C2=CC=CS2,Inactive,,,Inactive,,
24819629,CC1(C=C(NC(=N1)SC)/C=C/C2=CC=C(C=C2)Cl)C,Active,,56.74,Active,,11.106
24819676,CCOC1=CC=C(C=C1)N2CCC3=C(N=C(N=C32)SC)C,Inactive,,,Active,,34.93
24819839,CCOC(=O)CNC(=S)N1C=NC(=N1)N,Active,>,100,Active,>,40
24819865,CC1=CC(=C(C(=O)O1)C=NC2=CC=C(C=C2)OC)O,Inactive,,,Inactive,,
24820074,C1COCCN1C2=NC(=NC(=C2)CSC3=CC=C(C=C3)Cl)C4=CC=CC=N4,Active,,11.55,Active,,19.468
24820233,COC(=O)C1=CN=C(C=C1)N2C=NC3=CC=CC=C32,Active,,39.48,Inactive,,
24820330,C1=CN(C(=C1)C(=O)N)C2=C(C=C(C=N2)C(F)(F)F)Cl,Active,,28.05,Inactive,,
24820400,C1CN(C2(N1C(=O)C3=CC=CC=C32)C4=CC=C(C=C4)Cl)C(=O)CCl,Active,,32.12,Active,,8.939
24820507,C1=CC=C(C=C1)C(=O)CCSC2=CC=CC=N2,Active,,34.12,Inactive,,
24820600,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)C3=CN(N=N3)C4=CC(=C(C=C4)F)Cl,Inactive,,,Active,,14.969
24820666,C1=CC(=NN2C1=NN=C2C(F)(F)Cl)Cl,Active,,0.8,Active,,16.488
24820767,CC1=CC(=NC2=C(C(=NN12)/C(=C/C3=CC=CC=N3)/C#N)C#N)C,Active,,35.51,Active,>,40
24820798,C1=CC(=CC=C1N2C=C(N=N2)/C=N/O)Cl,Inactive,,,Inactive,,
24820964,C/C(=N\OC(=O)C1=CC=C(C=C1)F)/C2CC2C3=CC=C(C=C3)OC,Active,,52.24,Inactive,,
24821200,CSC(=S)NCC1=CN=CC=C1,Active,,41.93,Active,,9.844
24821233,C1CN2C(CC(=O)C(C2=O)/C=N/OCC3=C(C=C(C=C3)Cl)Cl)C4=CC=CC=C41,Active,,49.37,Active,>,40
24821289,CNC(=S)/N=C/NOCC1=C(C=CC=C1Cl)Cl,Active,,3.35,Active,>,40
24821477,C1=CC(=CC=C1/C=C/C(=O)NC2=NC(=NC=C2)C3=CC=NC=C3)OCCCF,Inactive,,,Inactive,,
24821718,C1CC2=C(C1)N=C3N=C(NN3C2=O)NCC4=CC=C(C=C4)Cl,Active,,14.35,Inactive,,
24821768,C1C=CCC(C1C(=O)NNC2=CC=CC=C2)C(=O)O,Inactive,,,Inactive,,
24821923,CCOC(=O)C(C)OC1=CC=C(C=C1)OCC2=CC=CC=C2,Active,,14.59,Inactive,,
24821928,COC(=O)CCC1=NN2C=CC(=C(C2=N1)C#N)C3=CC=C(C=C3)Cl,Active,,5.22,Inactive,,
24822007,C1CC1C(=O)NC2=CC=C(C=C2)N3C=CC=C3,Inactive,,,Inactive,,
24822093,CC1=CC2=C(C=C1)NC(=O)C3=C(O2)C=CC(=C3)NC(=O)CCl,Inactive,,,Active,,2.959
24822133,COC(=O)CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)Cl)Cl,Active,,74.83,Inactive,,
24822219,CCCCOC1CC(N(O1)C)C2=CC(=C(C=C2)OCC3=CC=C(C=C3)OC)OC,Inactive,,,Inactive,,
24822250,COC(C1=NC(=NC=C1)C2=CC=C(C=C2)OC(=O)C3=CC=CS3)OC,Inactive,,,Inactive,,
24822279,C1=CC=C2C(=C1)C=C(C=N2)/C=C/C(=O)NNC3=CC=C(C=C3)F,Inactive,,,Inactive,,
24822291,C1=CC=C(C=C1)OC2=CC=C(C=C2)N=CC3=CNNC3=O,Inactive,,,Inactive,,
24822352,CCOC1=C(C(=O)N(N1)C2=CC=CC=C2)C=NC3=CC=C(C=C3)OC,Inactive,,,Inactive,,
24822366,COC1=CC=C(C=C1)C2=NNC(=C2)C3CCN(CC3)CC4=CC(=CC=C4)C(F)(F)F,Active,,24.94,Active,,35.517
24822621,COC1=C(C=C2C(=C1)C(=C(N2)Cl)[N+](=O)[O-])OC,Inactive,,,Inactive,,
24823150,CC1=CC=C(C=C1)C(=O)N/N=C/C=C/C2=CC=CC=C2,Inactive,,,Inactive,,
24823184,C1=CC=C(C=C1)N=C2C3=C(C=C(C=C3[N+](=O)[O-])[N+](=O)[O-])N(N2C4=CC=CC=C4)O,Active,,10.35,Active,,29.727
24823212,C1CCN(C1)C(=S)SCC(=O)C2=C(C(=CC(=C2)Br)Br)O,Active,,45.42,Active,>,40
24823724,C1=CC=C(C=C1)C2=C/C(=C\C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])/C(=O)N2C5=CC=C(C=C5)C(=O)O,Active,>,100,Active,,15.799
24823739,CCN1C2=C(C=C(C=C2)CN3CCN(CC3)CC4=C(C=CC(=C4)OC)O)C5=CC=CC=C51.C(=O)(C(=O)O)O,Active,,23.4,Active,>,40
24823813,CCOC1=C(C=CC(=C1)/C=N/NC2=NC(=NC(=N2)NC3=CC=CC=C3)N4CCCCC4)OCC(=O)O,Active,,27.56,Inactive,,
24824046,CCC(C1=CC=CC=C1)C(=O)NCCC[C@H]2CN3[C@H](CN=C3N2CCC4=CC=CC(=C4)C)CC5=CC=C(C=C5)O,Active,,43.15,Inactive,,
24824140,C1=CC=C2C(=C1)C3=C(C=C(C=C3)O)OC2=O,Inactive,,,Inactive,,
24824230,CN(CCCC[C@H](CNCC1=CC=C(C=C1)OC)N2C[C@@H](N(C(=O)C2=O)CCC3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4)CC5=CC=C(C=C5)OC,Active,,14.03,Active,,6.455
24824290,COC1=CC=C(C=C1)C[C@H]2CN3[C@@H](CN=C3N2CCNC(=O)CCC4CCCCC4)CC5=CC=CC=C5,Active,,24.31,Active,,23.798
24824368,C1=CC=C2C(=C1)C(=NN=N2)NC3=CC=C(C=C3)C(F)(F)F,Active,,55.25,Active,>,40
24824406,C1=CN=CC(=C1C(=O)O)N,Inactive,,,Inactive,,
24824449,C1=CC=C(C(=C1)C(=O)NNC2=C(C=C(C=C2)Cl)Cl)C(=O)O,Inactive,,,Inactive,,
24824452,C1=CC(=CC=C1C2=NC3=C(C=CC(=C3)Cl)C(=O)N2O)[N+](=O)[O-],Inactive,,,Active,,21.35
